CPU,Codename,Min_Cores,Max_Cores,Clock,Min_Clock,Min_Clock(MHz),Max_Clock,Max_Clock(MHz),Size,Socket,Process,Process(NM),TDP(Watts),Release
Pentium G870,Sandy Bridge,2,2,3.1 GHz,3.1,3100,3.1,3100,GHz,Socket 1155,32 nm,32 ,65,"Jun 3rd, 2012"
Pentium G860T,Sandy Bridge,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 1155,32 nm,32 ,35,"Jun 3rd, 2012"
Pentium G860,Sandy Bridge,2,2,3 GHz,3,3000,3,3000,GHz,Socket 1155,32 nm,32 ,65,"Sep 4th, 2011"
Pentium G850,Sandy Bridge,2,2,2.9 GHz,2.9,2900,2.9,2900,GHz,Socket 1155,32 nm,32 ,65,"May 22nd, 2011"
Pentium G840,Sandy Bridge,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 1155,32 nm,32 ,65,"May 22nd, 2011"
Pentium G6960,Clarkdale,2,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 1156,32 nm,32 ,73,"Jan 9th, 2011"
Pentium G6951,Clarkdale,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 1156,32 nm,32 ,73,"Sep 1st, 2010"
Pentium G6950,Clarkdale,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 1156,32 nm,32 ,73,"Jan 7th, 2010"
Pentium G645T,Sandy Bridge,2,2,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 1155,32 nm,32 ,35,"Sep 2nd, 2012"
Pentium G645,Sandy Bridge,2,2,2.9 GHz,2.9,2900,2.9,2900,GHz,Socket 1155,32 nm,32 ,65,"Sep 2nd, 2012"
Pentium G640T,Sandy Bridge,2,2,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 1155,32 nm,32 ,35,"Jun 3rd, 2012"
Pentium G640,Sandy Bridge,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 1155,32 nm,32 ,65,"Jun 3rd, 2012"
Pentium G632,Sandy Bridge,2,2,2.7 GHz,2.7,2700,2.7,2700,GHz,Socket 1155,32 nm,32 ,65,"Sep 4th, 2011"
Pentium G630T,Sandy Bridge,2,2,2.3 GHz,2.3,2300,2.3,2300,GHz,Socket 1155,32 nm,32 ,35,"Sep 4th, 2011"
Pentium G630,Sandy Bridge,2,2,2.7 GHz,2.7,2700,2.7,2700,GHz,Socket 1155,32 nm,32 ,65,"Sep 4th, 2011"
Pentium G622,Sandy Bridge,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 1155,32 nm,32 ,65,"May 22nd, 2011"
Pentium G620T,Sandy Bridge,2,2,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 1155,32 nm,32 ,35,"May 22nd, 2011"
Pentium G620,Sandy Bridge,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 1155,32 nm,32 ,65,"May 22nd, 2011"
Pentium G4620,Kaby Lake,2,4,3.7 GHz,3.7,3700,3.7,3700,GHz,Socket 1151,14 nm,14 ,51,"Jan 3rd, 2017"
Pentium G4600T,Kaby Lake,2,4,3 GHz,3,3000,3,3000,GHz,Socket 1151,14 nm,14 ,35,"Jan 3rd, 2017"
Pentium G4600,Kaby Lake,2,4,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 1151,14 nm,14 ,51,"Jan 3rd, 2017"
Pentium G4560T,Kaby Lake,2,4,2.9 GHz,2.9,2900,2.9,2900,GHz,Socket 1151,14 nm,14 ,35,"Jan 3rd, 2017"
Pentium G4560,Kaby Lake,2,4,3.5 GHz,3.5,3500,3.5,3500,GHz,Socket 1151,14 nm,14 ,51,"Jan 3rd, 2017"
Pentium G3430,Haswell,2,2,3.3 GHz,3.3,3300,3.3,3300,GHz,Socket 1150,22 nm,22 ,54,"Sep 1st, 2013"
Pentium G3420T,Haswell,2,2,2.7 GHz,2.7,2700,2.7,2700,GHz,Socket 1150,22 nm,22 ,35,"Sep 1st, 2013"
Pentium G3420,Haswell,2,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 1150,22 nm,22 ,54,"Sep 1st, 2013"
Pentium G3220T,Haswell,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 1150,22 nm,22 ,35,"Sep 1st, 2013"
Pentium G3220,Haswell,2,2,3 GHz,3,3000,3,3000,GHz,Socket 1150,22 nm,22 ,54,"Sep 1st, 2013"
Pentium G2130,Ivy Bridge,2,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 1155,22 nm,22 ,55,"Jan 21st, 2013"
Pentium G2120,Ivy Bridge,2,2,3.1 GHz,3.1,3100,3.1,3100,GHz,Socket 1155,22 nm,22 ,55,"Sep 3rd, 2012"
Pentium G2100T,Ivy Bridge,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 1155,22 nm,22 ,35,"Sep 3rd, 2012"
Pentium G2020T,Ivy Bridge,2,2,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 1155,22 nm,22 ,35,"Jan 21st, 2013"
Pentium G2020,Ivy Bridge,2,2,2.9 GHz,2.9,2900,2.9,2900,GHz,Socket 1155,22 nm,22 ,55,"Jan 21st, 2013"
Pentium G2010,Ivy Bridge,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 1155,22 nm,22 ,55,"Jan 21st, 2013"
Pentium E6800,Wolfdale,2,2,3.333 GHz,3.333,3333,3.333,3333,GHz,Socket 775,45 nm,45 ,65,"Aug 29th, 2010"
Pentium E6700,Wolfdale,2,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,45 nm,45 ,65,"May 30th, 2010"
Pentium E6600,Wolfdale,2,2,3.067 GHz,3.067,3067,3.067,3067,GHz,Socket 775,45 nm,45 ,65,"Jan 17th, 2010"
Pentium E6500K,Wolfdale,2,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,45 nm,45 ,65,"Aug 9th, 2009"
Pentium E6500,Wolfdale,2,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,45 nm,45 ,65,"Aug 9th, 2009"
Pentium E6300,Wolfdale,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,45 nm,45 ,65,"May 9th, 2009"
Pentium E5800,Wolfdale,2,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,45 nm,45 ,65,"Nov 28th, 2010"
Pentium E5700,Wolfdale,2,2,3 GHz,3,3000,3,3000,GHz,Socket 775,45 nm,45 ,65,"Aug 8th, 2010"
Pentium E5500,Wolfdale,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,45 nm,45 ,65,"Apr 18th, 2010"
Pentium E5400,Wolfdale,2,2,2.7 GHz,2.7,2700,2.7,2700,GHz,Socket 775,45 nm,45 ,65,"Jan 18th, 2009"
Pentium E5300,Wolfdale,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 775,45 nm,45 ,65,"Nov 30th, 2008"
Pentium E5200,Wolfdale,2,2,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 775,45 nm,45 ,65,"Aug 31st, 2008"
Pentium Dual-Core T4500,Penryn,2,2,2.3 GHz,2.3,2300,2.3,2300,GHz,Socket P,45 nm,45 ,35,"Jan 1st, 2010"
Pentium Dual-Core T4400,Penryn,2,2,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket P,45 nm,45 ,35,"Dec 1st, 2009"
Pentium Dual-Core T4300,Penryn,2,2,2.1 GHz,2.1,2100,2.1,2100,GHz,Socket P,45 nm,45 ,35,"Apr 1st, 2009"
Pentium Dual-Core T4200,Penryn,2,2,2000 MHz,2000,2000,2000,2000,MHz,Socket P,45 nm,45 ,35,"Jan 1st, 2009"
Pentium Dual-Core E2220,Allendale,2,2,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 775,65 nm,65 ,65,"Mar 2nd, 2008"
Pentium Dual-Core E2210,Wolfdale,2,2,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 775,45 nm,45 ,65,"Jun 1st, 2009"
Pentium D 965 EE,Presler,2,4,3.73 GHz,3.73,3730,3.73,3730,GHz,Socket 775,65 nm,65 ,130,"Mar 26th, 2006"
Pentium D 960,Presler,2,2,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 775,65 nm,65 ,130,"May 2nd, 2006"
Pentium D 955 EE,Presler,2,4,3.46 GHz,3.46,3460,3.46,3460,GHz,Socket 775,65 nm,65 ,130,"Jan 16th, 2006"
Pentium D 950,Presler,2,2,3.4 GHz,3.4,3400,3.4,3400,GHz,Socket 775,65 nm,65 ,130,"Jan 16th, 2006"
Pentium D 945,Presler,2,2,3.4 GHz,3.4,3400,3.4,3400,GHz,Socket 775,65 nm,65 ,95,"Jul 23rd, 2006"
Pentium D 940,Presler,2,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,65 nm,65 ,130,"Jan 16th, 2006"
Pentium D 930,Presler,2,2,3 GHz,3,3000,3,3000,GHz,Socket 775,65 nm,65 ,130,"Jan 16th, 2006"
Pentium D 925,Presler,2,2,3 GHz,3,3000,3,3000,GHz,Socket 775,65 nm,65 ,95,"Oct 1st, 2006"
Pentium D 920,Presler,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,65 nm,65 ,130,"Jan 16th, 2006"
Pentium D 915,Presler,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,65 nm,65 ,95,"Jul 23rd, 2006"
Pentium D 840 EE,Smithfield,2,4,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,90 nm,90 ,130,"May 1st, 2005"
Pentium D 840,Smithfield,2,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,90 nm,90 ,130,"May 26th, 2005"
Pentium D 830,Smithfield,2,2,3 GHz,3,3000,3,3000,GHz,Socket 775,90 nm,90 ,130,"May 26th, 2005"
Pentium D 820,Smithfield,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,90 nm,90 ,130,"May 26th, 2005"
Pentium D 820,Smithfield,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,90 nm,90 ,130,"May 26th, 2005"
Pentium B980,Sandy Bridge,2,2,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket G2 (988B),32 nm,32 ,35,"Sep 1st, 2012"
Pentium B970,Sandy Bridge,2,2,2.3 GHz,2.3,2300,2.3,2300,GHz,Socket G2 (988B),32 nm,32 ,35,"Jan 1st, 2012"
Pentium B960,Sandy Bridge,2,2,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket G2 (988B),32 nm,32 ,35,"Oct 2nd, 2011"
Pentium B950,Sandy Bridge,2,2,2.1 GHz,2.1,2100,2.1,2100,GHz,Socket G2 (988B),32 nm,32 ,35,"Jun 19th, 2011"
Pentium B940,Sandy Bridge,2,2,2000 MHz,2000,2000,2000,2000,MHz,Socket G2 (988B),32 nm,32 ,35,"Jun 19th, 2011"
Pentium B915C,Sandy Bridge,2,2,1500 MHz,1500,1500,1500,1500,MHz,Socket G2 (988B),32 nm,32 ,35,"May 1st, 2012"
Pentium 997,Sandy Bridge,2,2,1600 MHz,1600,1600,1600,1600,MHz,BGA 1023,32 nm,32 ,17,"Sep 1st, 2012"
Pentium 987,Sandy Bridge,2,2,1500 MHz,1500,1500,1500,1500,MHz,BGA 1023,32 nm,32 ,17,"Feb 1st, 2013"
Pentium 977,Sandy Bridge,2,2,1400 MHz,1400,1400,1400,1400,MHz,BGA 1023,32 nm,32 ,17,"Jan 1st, 2012"
Pentium 967,Sandy Bridge,2,2,1300 MHz,1300,1300,1300,1300,MHz,BGA 1023,32 nm,32 ,17,"Oct 2nd, 2011"
Pentium 957,Sandy Bridge,2,2,1200 MHz,1200,1200,1200,1200,MHz,BGA 1023,32 nm,32 ,17,"Jun 19th, 2011"
Pentium 8505 (IPU),Alder Lake-U,5,6,1.2 to 4.4 GHz,1.2,1200,4.4,4400,GHz,BGA 1744,10 nm,10 ,15,"Feb 23rd, 2022"
Pentium 8505,Alder Lake-U,5,6,1.2 to 4.4 GHz,1.2,1200,4.4,4400,GHz,BGA 1744,10 nm,10 ,15,"Feb 23rd, 2022"
Pentium 8500,Alder Lake-U,5,6,1 to 4.4 GHz,1,1000,4.4,4400,GHz,BGA 1781,10 nm,10 ,9,"Feb 23rd, 2022"
Pentium 4-M 2.60,Northwood,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 478,130 nm,130 ,35,"Jun 11th, 2003"
Pentium 4-M 2.50,Northwood,1,1,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 478,130 nm,130 ,35,"Apr 16th, 2003"
Pentium 4-M 2.40,Northwood,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 478,130 nm,130 ,35,"Jan 14th, 2003"
Pentium 4-M 2.20,Northwood,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 478,130 nm,130 ,35,"Sep 16th, 2002"
Pentium 4-M 2.00,Northwood,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 478,130 nm,130 ,32,"Jun 24th, 2002"
Pentium 4-M 1.90,Northwood,1,1,1900 MHz,1900,1900,1900,1900,MHz,Socket 478,130 nm,130 ,32,"Jun 24th, 2002"
Pentium 4-M 1.80,Northwood,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 478,130 nm,130 ,30,"Apr 23rd, 2002"
Pentium 4-M 1.70,Northwood,1,1,1700 MHz,1700,1700,1700,1700,MHz,Socket 478,130 nm,130 ,30,"Mar 4th, 2002"
Pentium 4-M 1.60,Northwood,1,1,1600 MHz,1600,1600,1600,1600,MHz,Socket 478,130 nm,130 ,30,"Mar 4th, 2002"
Pentium 4-M 1.50,Northwood,1,1,1500 MHz,1500,1500,1500,1500,MHz,Socket 478,130 nm,130 ,26,"Apr 23rd, 2002"
Pentium 4-M 1.40,Northwood,1,1,1400 MHz,1400,1400,1400,1400,MHz,Socket 478,130 nm,130 ,21,"Apr 23rd, 2002"
Pentium 4 HT EE 3.73,Prescott,1,2,3.733 GHz,3.733,3733,3.733,3733,GHz,Socket 775,90 nm,90 ,115,"Feb 21st, 2005"
Pentium 4 HT EE 3.46,Gallatin,1,2,3.46 GHz,3.46,3460,3.46,3460,GHz,Socket 775,130 nm,130 ,110,"Oct 31st, 2004"
Pentium 4 HT EE 3.40,Gallatin,1,2,3.4 GHz,3.4,3400,3.4,3400,GHz,Socket 478,130 nm,130 ,110,"Jun 21st, 2004"
Pentium 4 HT EE 3.20,Gallatin,1,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 478,130 nm,130 ,110,"Nov 3rd, 2003"
Pentium 4 HT 672,Prescott,1,2,3.8 GHz,3.8,3800,3.8,3800,GHz,Socket 775,90 nm,90 ,84,"Nov 14th, 2005"
Pentium 4 HT 670,Prescott,1,2,3.8 GHz,3.8,3800,3.8,3800,GHz,Socket 775,90 nm,90 ,84,"May 26th, 2005"
Pentium 4 HT 662,Prescott,1,2,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 775,90 nm,90 ,84,"Nov 14th, 2005"
Pentium 4 HT 661,Cedar Mill,1,2,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 775,65 nm,65 ,86,"Jan 5th, 2006"
Pentium 4 HT 651,Cedar Mill,1,2,3.4 GHz,3.4,3400,3.4,3400,GHz,Socket 775,65 nm,65 ,86,"Jan 5th, 2006"
Pentium 4 HT 641,Cedar Mill,1,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,65 nm,65 ,86,"Jan 5th, 2006"
Pentium 4 HT 640,Prescott,1,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,90 nm,90 ,84,"Feb 20th, 2005"
Pentium 4 HT 631,Cedar Mill,1,2,3 GHz,3,3000,3,3000,GHz,Socket 775,65 nm,65 ,86,"Jan 5th, 2006"
Pentium 4 HT 630,Prescott,1,2,3 GHz,3,3000,3,3000,GHz,Socket 775,90 nm,90 ,84,"Feb 20th, 2005"
Pentium 4 HT 571,Prescott,1,2,3.8 GHz,3.8,3800,3.8,3800,GHz,Socket 775,90 nm,90 ,115,"Jun 12th, 2005"
Pentium 4 HT 570,Prescott,1,2,3.8 GHz,3.8,3800,3.8,3800,GHz,Socket 775,90 nm,90 ,115,"Jun 21st, 2004"
Pentium 4 HT 561,Prescott,1,2,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 775,90 nm,90 ,115,"Jun 12th, 2005"
Pentium 4 HT 560,Prescott,1,2,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 775,90 nm,90 ,115,"Jun 21st, 2004"
Pentium 4 HT 551,Prescott,1,2,3.4 GHz,3.4,3400,3.4,3400,GHz,Socket 775,90 nm,90 ,115,"Jun 12th, 2005"
Pentium 4 HT 550,Prescott,1,2,3.4 GHz,3.4,3400,3.4,3400,GHz,Socket 775,90 nm,90 ,115,"Jun 21st, 2004"
Pentium 4 HT 541,Prescott,1,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,90 nm,90 ,84,"Jun 12th, 2005"
Pentium 4 HT 540,Prescott,1,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 531,Prescott,1,2,3 GHz,3,3000,3,3000,GHz,Socket 775,90 nm,90 ,84,"Jun 12th, 2005"
Pentium 4 HT 530,Prescott,1,2,3 GHz,3,3000,3,3000,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 524,Prescott,1,2,3.06 GHz,3.06,3060,3.06,3060,GHz,Socket 775,90 nm,90 ,84,"Jan 1st, 2001"
Pentium 4 HT 524,Prescott,1,2,3.06 GHz,3.06,3060,3.06,3060,GHz,Socket 775,90 nm,90 ,84,Jul 2006
Pentium 4 HT 521,Prescott,1,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,90 nm,90 ,84,"Jun 12th, 2005"
Pentium 4 HT 520,Prescott,1,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 520,Prescott,1,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 520,Prescott,1,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 520,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 517,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 517,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 516,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 516,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 515,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 515,Prescott,1,2,2.933 GHz,2.933,2933,2.933,2933,GHz,Socket 775,90 nm,90 ,84,"Jun 21st, 2004"
Pentium 4 HT 3.6E,Prescott,1,2,3.6 GHz,3.6,3600,3.6,3600,GHz,Socket 478,90 nm,90 ,115,"Aug 4th, 2004"
Pentium 4 HT 3.20,Northwood,1,2,3.2 GHz,3.2,3200,3.2,3200,GHz,Socket 478,130 nm,130 ,82,"Jun 23rd, 2003"
Pentium 4 HT 3.06,Northwood,1,2,3.06 GHz,3.06,3060,3.06,3060,GHz,Socket 478,130 nm,130 ,110,"Jun 1st, 2003"
Pentium 4 HT 3.00,Northwood,1,2,3 GHz,3,3000,3,3000,GHz,Socket 478,130 nm,130 ,82,"Apr 14th, 2003"
Pentium 4 HT 2.80,Northwood,1,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 478,130 nm,130 ,70,"May 21st, 2003"
Pentium 4 HT 2.60,Northwood,1,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 478,130 nm,130 ,69,"May 21st, 2003"
Pentium 4 HT 2.40,Northwood,1,2,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 478,130 nm,130 ,66,"May 21st, 2003"
Pentium 4 519,Prescott,1,1,3.06 GHz,3.06,3060,3.06,3060,GHz,Socket 775,90 nm,90 ,84,"Dec 1st, 2004"
Pentium 4 506,Prescott,1,1,2.66 GHz,2.66,2660,2.66,2660,GHz,Socket 775,90 nm,90 ,84,"Jun 1st, 2005"
Pentium 4 506,Prescott,1,1,2.66 GHz,2.66,2660,2.66,2660,GHz,Socket 775,90 nm,90 ,84,"Jun 1st, 2005"
Pentium 4 506,Prescott,1,1,2.66 GHz,2.66,2660,2.66,2660,GHz,Socket 775,90 nm,90 ,84,"Jun 1st, 2005"
Pentium 4 505J,Prescott,1,1,2.66 GHz,2.66,2660,2.66,2660,GHz,Socket 775,90 nm,90 ,84,"Dec 1st, 2004"
Pentium 4 505,Prescott,1,1,2.66 GHz,2.66,2660,2.66,2660,GHz,Socket 775,90 nm,90 ,84,"Dec 1st, 2004"
Pentium 4 2.80,Northwood,1,1,2.793 GHz,2.793,2793,2.793,2793,GHz,Socket 478,130 nm,130 ,110,"Aug 25th, 2002"
Pentium 4 2.66,Northwood,1,1,2.66 GHz,2.66,2660,2.66,2660,GHz,Socket 478,130 nm,130 ,110,"Aug 25th, 2002"
Pentium 4 2.60,Northwood,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 478,130 nm,130 ,92,"Aug 25th, 2002"
Pentium 4 2.53,Northwood,1,1,2.527 GHz,2.527,2527,2.527,2527,GHz,Socket 478,130 nm,130 ,110,"May 6th, 2002"
Pentium 4 2.4,Northwood,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 478,130 nm,130 ,110,"Apr 2nd, 2002"
Pentium 4 2.4,Northwood,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 478,130 nm,130 ,92,"May 6th, 2002"
Pentium 4 2.26,Northwood,1,1,2.261 GHz,2.261,2261,2.261,2261,GHz,Socket 478,130 nm,130 ,110,"Jan 7th, 2002"
Pentium 4 2.2,Northwood,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 478,130 nm,130 ,92,"Jan 7th, 2002"
Pentium 4 2.0,Willamette,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 423,180 nm,180 ,72,"Aug 27th, 2001"
Pentium 4 2.0,Willamette,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 478,180 nm,180 ,72,"Aug 27th, 2001"
Pentium 4 2.0,Northwood,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 478,130 nm,130 ,110,"Jan 1st, 2001"
Pentium 4 2.0,Northwood,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 478,130 nm,130 ,92,"Jan 7th, 2002"
Pentium 4 1.9,Willamette,1,1,1900 MHz,1900,1900,1900,1900,MHz,Socket 423,180 nm,180 ,69,"Aug 27th, 2001"
Pentium 4 1.9,Willamette,1,1,1900 MHz,1900,1900,1900,1900,MHz,Socket 478,180 nm,180 ,69,"Aug 27th, 2001"
Pentium 4 1.8A,Willamette,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 478,180 nm,180 ,69,"Jul 2nd, 2001"
Pentium 4 1.80,Willamette,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 478,180 nm,180 ,67,"Aug 27th, 2001"
Pentium 4 1.8,Willamette,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 423,180 nm,180 ,67,"Jul 2nd, 2001"
Pentium 4 1.7,Willamette,1,1,1700 MHz,1700,1700,1700,1700,MHz,Socket 478,180 nm,180 ,64,"Aug 27th, 2001"
Pentium 4 1.7,Willamette,1,1,1700 MHz,1700,1700,1700,1700,MHz,Socket 423,180 nm,180 ,64,"Apr 23rd, 2001"
Pentium 4 1.6,Willamette,1,1,1600 MHz,1600,1600,1600,1600,MHz,Socket 423,180 nm,180 ,61,"Jul 2nd, 2001"
Pentium 4 1.6,Willamette,1,1,1600 MHz,1600,1600,1600,1600,MHz,Socket 478,180 nm,180 ,61,"Aug 27th, 2001"
Pentium 4 1.5,Willamette,1,1,1500 MHz,1500,1500,1500,1500,MHz,Socket 423,180 nm,180 ,58,"Nov 20th, 2000"
Pentium 4 1.5,Willamette,1,1,1500 MHz,1500,1500,1500,1500,MHz,Socket 478,180 nm,180 ,58,"Aug 27th, 2001"
Pentium 4 1.4,Willamette,1,1,1400 MHz,1400,1400,1400,1400,MHz,Socket 423,180 nm,180 ,55,"Nov 20th, 2000"
Pentium 4 1.4,Willamette,1,1,1400 MHz,1400,1400,1400,1400,MHz,Socket 478,180 nm,180 ,55,"Aug 27th, 2001"
Pentium 4 1.3,Willamette,1,1,1300 MHz,1300,1300,1300,1300,MHz,Socket 478,180 nm,180 ,52,"Jan 3rd, 2001"
Pentium 3560Y,Haswell,2,2,1200 MHz,1200,1200,1200,1200,MHz,BGA 1168,22 nm,22 ,12,"Sep 1st, 2013"
Pentium 3556U,Haswell,2,2,1700 MHz,1700,1700,1700,1700,MHz,BGA 1168,22 nm,22 ,15,"Sep 1st, 2013"
Pentium 3550M,Haswell,2,2,2.3 GHz,2.3,2300,2.3,2300,GHz,Socket G3,22 nm,22 ,37,"Sep 1st, 2013"
Pentium 350,Sandy Bridge,2,4,1200 MHz,1200,1200,1200,1200,MHz,Socket 1155,32 nm,32 ,15,"Nov 21st, 2011"
Pentium 2129Y,Ivy Bridge,2,2,1100 MHz,1100,1100,1100,1100,MHz,BGA 1023,22 nm,22 ,10,"Sep 1st, 2012"
Pentium 2117U,Ivy Bridge,2,2,1800 MHz,1800,1800,1800,1800,MHz,Socket G2 (988B),22 nm,22 ,17,"Sep 1st, 2012"
Pentium 2117U,Ivy Bridge,2,2,1800 MHz,1800,1800,1800,1800,MHz,BGA 1023,22 nm,22 ,17,"Sep 1st, 2012"
Pentium 2030M,Ivy Bridge,2,2,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket G2 (988B),22 nm,22 ,35,"Jan 1st, 2013"
Pentium 2020M,Ivy Bridge,2,2,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket G2 (988B),22 nm,22 ,35,"Sep 1st, 2012"
Opteron X2170,Steppe Eagle,4,4,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket FT3,28 nm,28 ,25,"Sep 1st, 2016"
Opteron X2150,Kyoto,4,4,1900 MHz,1900,1900,1900,1900,MHz,Socket FT3,28 nm,28 ,22,"May 29th, 2013"
Opteron X2 890,Egypt,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 940,90 nm,90 ,95,"Mar 6th, 2006"
Opteron X2 885,Egypt,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 940,90 nm,90 ,95,"Mar 6th, 2006"
Opteron X2 880,Egypt,2,2,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 940,90 nm,90 ,95,"Sep 26th, 2005"
Opteron X2 875 HE,Egypt,2,2,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 940,90 nm,90 ,55,"Feb 1st, 2006"
Opteron X2 875,Egypt,2,2,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 940,90 nm,90 ,95,"Sep 26th, 2005"
